relevance_numeric	id	stance_numeric	stance_label	coder_id	relevance_label
1	aa_opeds_sample/txt/2628908360.xml.txt	4	Somewhat in favor	63d00077cc15749d84f2a41f	Affirmative action is the main subject.
3	test_question_testing_1	3	Neutral, or not enough information	63d00077cc15749d84f2a41f	Affirmative action is not mentioned.
1	aa_opeds_sample/txt/2432777796.xml.txt	3	Neutral, or not enough information	63d00077cc15749d84f2a41f	Affirmative action is the main subject.
1	aa_opeds_sample/txt/418395424.xml.txt	3	Neutral, or not enough information	63d00077cc15749d84f2a41f	Affirmative action is the main subject.
2	aa_opeds_sample/txt/421214771.xml.txt	4	Somewhat in favor	63d00077cc15749d84f2a41f	Affirmative action is mentioned, but is not the main subject
1	aa_opeds_sample/txt/398469346.xml.txt	3	Neutral, or not enough information	63d00077cc15749d84f2a41f	Affirmative action is the main subject.
1	aa_opeds_sample/txt/409129544.xml.txt	5	Strongly in favor	650cbbfec37399108c60a734	Affirmative action is the main subject.
1	aa_opeds_sample/txt/2248215580.xml.txt	4	Somewhat in favor	650cbbfec37399108c60a734	Affirmative action is the main subject.
2	aa_opeds_sample/txt/418468651.xml.txt	3	Neutral, or not enough information	650cbbfec37399108c60a734	Affirmative action is mentioned, but is not the main subject
2	aa_opeds_sample/txt/2452692303.xml.txt	3	Neutral, or not enough information	650cbbfec37399108c60a734	Affirmative action is mentioned, but is not the main subject
2	aa_opeds_sample/txt/1099415355.xml.txt	3	Neutral, or not enough information	650cbbfec37399108c60a734	Affirmative action is mentioned, but is not the main subject
1	test_question_testing_1	1	Strongly against	650cbbfec37399108c60a734	Affirmative action is the main subject.
1	aa_opeds_sample/txt/432419685.xml.txt	5	Strongly in favor	650cbbfec37399108c60a734	Affirmative action is the main subject.
1	aa_opeds_sample/txt/398787032.xml.txt	4	Somewhat in favor	650cbbfec37399108c60a734	Affirmative action is the main subject.
2	aa_opeds_sample/txt/421525331.xml.txt	3	Neutral, or not enough information	650cbbfec37399108c60a734	Affirmative action is mentioned, but is not the main subject
3	aa_opeds_sample/txt/2216641847.xml.txt	3	Neutral, or not enough information	650cbbfec37399108c60a734	Affirmative action is not mentioned.
1	aa_opeds_sample/txt/2633115690.xml.txt	4	Somewhat in favor	650cbbfec37399108c60a734	Affirmative action is the main subject.
2	aa_opeds_sample/txt/1667204395.xml.txt	3	Neutral, or not enough information	5ca3ccae7958d0001689df68	Affirmative action is mentioned, but is not the main subject
2	aa_opeds_sample/txt/2444131672.xml.txt	5	Strongly in favor	5ca3ccae7958d0001689df68	Affirmative action is mentioned, but is not the main subject
2	aa_opeds_sample/txt/409790149.xml.txt	3	Neutral, or not enough information	5ca3ccae7958d0001689df68	Affirmative action is mentioned, but is not the main subject
3	aa_opeds_sample/txt/2138443158.xml.txt	3	Neutral, or not enough information	5ca3ccae7958d0001689df68	Affirmative action is not mentioned.
1	aa_opeds_sample/txt/432374988.xml.txt	5	Strongly in favor	5ca3ccae7958d0001689df68	Affirmative action is the main subject.
1	aa_opeds_sample/txt/398530550.xml.txt	1	Strongly against	5ca3ccae7958d0001689df68	Affirmative action is the main subject.
2	aa_opeds_sample/txt/408439658.xml.txt	3	Neutral, or not enough information	5ca3ccae7958d0001689df68	Affirmative action is mentioned, but is not the main subject
2	aa_opeds_sample/txt/2445858352.xml.txt	3	Neutral, or not enough information	5ca3ccae7958d0001689df68	Affirmative action is mentioned, but is not the main subject
1	aa_opeds_sample/txt/408354994.xml.txt	3	Neutral, or not enough information	5ca3ccae7958d0001689df68	Affirmative action is the main subject.
1	test_question_testing_2	1	Strongly against	5ca3ccae7958d0001689df68	Affirmative action is the main subject.
2	aa_opeds_sample/txt/427134596.xml.txt	5	Strongly in favor	5ca3ccae7958d0001689df68	Affirmative action is mentioned, but is not the main subject
2	aa_opeds_sample/txt/408523809.xml.txt	4	Somewhat in favor	609551c1ade88f8463666fb8	Affirmative action is mentioned, but is not the main subject
2	aa_opeds_sample/txt/420906077.xml.txt	2	Somewhat against	609551c1ade88f8463666fb8	Affirmative action is mentioned, but is not the main subject
2	aa_opeds_sample/txt/421647247.xml.txt	1	Strongly against	609551c1ade88f8463666fb8	Affirmative action is mentioned, but is not the main subject
3	aa_opeds_sample/txt/1652232593.xml.txt	3	Neutral, or not enough information	609551c1ade88f8463666fb8	Affirmative action is not mentioned.
2	aa_opeds_sample/txt/2099964529.xml.txt	3	Neutral, or not enough information	609551c1ade88f8463666fb8	Affirmative action is mentioned, but is not the main subject
1	test_question_testing_1			609551c1ade88f8463666fb8	Affirmative action is the main subject.
2	aa_opeds_sample/txt/2216641847.xml.txt	4	Somewhat in favor	609551c1ade88f8463666fb8	Affirmative action is mentioned, but is not the main subject
1	aa_opeds_sample/txt/2215402698.xml.txt	5	Strongly in favor	609551c1ade88f8463666fb8	Affirmative action is the main subject.
2	aa_opeds_sample/txt/293063140.xml.txt	3	Neutral, or not enough information	609551c1ade88f8463666fb8	Affirmative action is mentioned, but is not the main subject
2	aa_opeds_sample/txt/2469478152.xml.txt	2	Somewhat against	609551c1ade88f8463666fb8	Affirmative action is mentioned, but is not the main subject
2	aa_opeds_sample/txt/1750369183.xml.txt	5	Strongly in favor	609551c1ade88f8463666fb8	Affirmative action is mentioned, but is not the main subject
1	aa_opeds_sample/txt/418520188.xml.txt	4	Somewhat in favor	6543cf7e70d56539c9d742b5	Affirmative action is the main subject.
2	aa_opeds_sample/txt/420306539.xml.txt	3	Neutral, or not enough information	6543cf7e70d56539c9d742b5	Affirmative action is mentioned, but is not the main subject
2	aa_opeds_sample/txt/2682983998.xml.txt	3	Neutral, or not enough information	6543cf7e70d56539c9d742b5	Affirmative action is mentioned, but is not the main subject
1	aa_opeds_sample/txt/1014285656.xml.txt	4	Somewhat in favor	6543cf7e70d56539c9d742b5	Affirmative action is the main subject.
2	aa_opeds_sample/txt/2248215580.xml.txt	2	Somewhat against	6543cf7e70d56539c9d742b5	Affirmative action is mentioned, but is not the main subject
2	aa_opeds_sample/txt/2530287535.xml.txt	2	Somewhat against	6543cf7e70d56539c9d742b5	Affirmative action is mentioned, but is not the main subject
2	aa_opeds_sample/txt/420116341.xml.txt	3	Neutral, or not enough information	6543cf7e70d56539c9d742b5	Affirmative action is mentioned, but is not the main subject
2	aa_opeds_sample/txt/1752156404.xml.txt	3	Neutral, or not enough information	6543cf7e70d56539c9d742b5	Affirmative action is mentioned, but is not the main subject
1	test_question_testing_1	1	Strongly against	6543cf7e70d56539c9d742b5	Affirmative action is the main subject.
1	aa_opeds_sample/txt/432419685.xml.txt	1	Strongly against	6543cf7e70d56539c9d742b5	Affirmative action is the main subject.
2	aa_opeds_sample/txt/398441227.xml.txt	3	Neutral, or not enough information	6543cf7e70d56539c9d742b5	Affirmative action is mentioned, but is not the main subject
