stance_coded	stance	stance_message	discussion_message	cost	issue	_pkey	iter
	None	The text provided does not address the author's views on affirmative action. The focus is on financial and ethical critiques of the Westway project, and while affirmative action consultants are mentioned in the context of expenditures, this does not reflect the author's stance on affirmative action as a policy. The author's views on affirmative action cannot be determined from this text alone.	"Summary:
The text is a critique of the financial aspects of the Westway project, a 4.2-mile superhighway-waterfront development intended to replace the deteriorated West Side Highway in lower Manhattan. The project's cost has escalated from an estimated $1.4 billion to over $4 billion. The author reports that $75 million has already been spent on preliminary planning and construction, with 90% of the funds coming from the Federal Highway Trust Fund and the remainder from the state. A detailed accounting of expenditures is provided, listing payments to various engineering firms, consultants, legal services, and construction companies. The author expresses opposition to the Westway project, considering it a luxury and a boondoggle inappropriate in times of budget constraints. The author suggests that a more modest replacement for the West Side Highway would be preferable, with savings allocated to mass transit rehabilitation. Additionally, the author raises ethical concerns about two of the project's recipients, System Design Concepts and Beveridge & Diamond, who were admonished by a federal judge for providing ""false responses"" and having ""an intent to misrepresent.""

Author's Perspective on Affirmative Action:
The author's perspective on affirmative action is not explicitly discussed in the text provided. The text mentions a joint venture between R.T.P. Inc./Boone, Young & Associates Inc. as affirmative action consultants, who received $976,172, but does not elaborate on the author's stance regarding affirmative action policies. The focus of the text is on the financial management and ethical considerations of the Westway project rather than on affirmative action as a policy issue. If the author has any views on affirmative action, they would need to be gleaned from other texts or statements where they directly address the topic."	0.02896	affirmative action	txt/424505995.xml.txt	1
3	somewhat_in_favor	The author of the text criticizes Morris Abram's strict neutrality stance on affirmative action and opposes his view that affirmative action should not favor any group. The author references historical and institutional racism and supports the viewpoint that affirmative action is necessary to redress past wrongs. They advocate for affirmative action policies that include accountability measures but reject rigid quotas, suggesting that institutions should actively seek and support minority candidates. The author's reference to Justice Blackmun's opinion and President Johnson's speech indicates a belief in the importance of considering race to achieve equality and that more than just freedom and equal opportunity is needed to overcome the effects of centuries of racism. This positions the author as being in favor of affirmative action, specifically a form that actively addresses historical injustices without imposing fixed numerical outcomes.	"Summary:
The text reflects on a moment when President Lyndon Johnson expressed frustration at being unfavorably compared to John F. Kennedy regarding civil rights. Johnson's legacy on civil rights and affirmative action was brought to the fore during Morris Abram's testimony for his nomination to the U.S. Commission on Civil Rights. Abram, an opponent of bigotry, holds a strict view on affirmative action, believing it should be neutral and not favor any group, equating affirmative action with quotas which he deeply opposes. The author contrasts Abram's stance with the realities of historical and institutional racism, and references Justice Blackmun's opinion in the Bakke case, arguing for the necessity of considering race to achieve equality. The author suggests that affirmative action, with accountability measures but not rigid quotas, is necessary to redress past wrongs. The author concludes by disagreeing with Abram's interpretation of Johnson's views on affirmative action, citing Johnson's speech at Howard University that highlighted the need for more than just freedom and equal opportunity to overcome the disadvantages caused by centuries of racism.

Author's Perspective on Affirmative Action:
The author is critical of Morris Abram's perspective on affirmative action, which is described as ""technical, bloodless, uncharacteristically ungenerous."" The author disagrees with Abram's strict neutrality and his opposition to any form of preferential treatment or quotas in affirmative action policies. The author believes that affirmative action should be more than just neutral social assistance; it should actively work to create opportunities and redress historical injustices. The author supports the idea of accountability in affirmative action without necessarily imposing fixed numerical outcomes, suggesting that institutions should demonstrate their efforts to find and support minority candidates.

The author also implies that affirmative action is an essential tool for achieving true equality by referencing Justice Blackmun's opinion and President Johnson's speech at Howard University. The author strongly suggests that simply providing freedom and equal opportunity is not sufficient to overcome the systemic disadvantages faced by minorities due to long-standing racism and discrimination. The author argues that affirmative action must take into account these historical contexts to be effective and just."	0.03263	affirmative action	txt/424669038.xml.txt	1
	None	The text provided does not address affirmative action or provide any indicators of the author's stance on the subject. It focuses on international relations between the United States and the Soviet Union, and therefore, the author's perspective on affirmative action is not discussed or relevant to the content of the text.	"Summary:
The text discusses the political climate of the United States and the Soviet Union, focusing on the internal dynamics that will shape their foreign policies. With the death of Yuri Andropov, the new Soviet leader is expected to be cautious, and there is little incentive for the Soviet Union to take steps that might aid Ronald Reagan's re-election unless his victory seems certain. This situation makes it unlikely for any major issues dividing the superpowers to be resolved within the year. The author suggests that both nations should avoid provocative actions and instead send signals indicating a willingness to engage diplomatically. The author highlights the potential impact of the Soviet Union easing up on dissident repression, specifically mentioning the cases of Andrei Sakharov, Yuri Orlov, and Anatoly Shcharansky. Additionally, the text critiques President Reagan's aggressive rhetoric towards the Soviet Union and cites Malcolm Toon, a former U.S. Ambassador, who emphasizes the need for clear intentions in American foreign policy.

Author's Perspective on Affirmative Action:
The text provided does not explicitly discuss affirmative action or the author's perspective on it. Affirmative action refers to policies that support members of disadvantaged groups that have previously suffered discrimination within a culture. Instead, the text focuses on international relations, particularly between the U.S. and the Soviet Union, and does not delve into domestic policies like affirmative action. Therefore, the author's views on affirmative action cannot be determined from the text provided."	0.02539	affirmative action	txt/424890519.xml.txt	1
3	somewhat_in_favor	The author's perspective is conveyed through the positive portrayal of the FBI's response to discrimination and the emphasis on the moral imperative for the agency to adhere to civil rights laws internally. The support for the new measures implemented by Director Sessions and the recognition of affirmative action as a tool for promoting equal treatment suggest that the author is in favor of affirmative action. The author seems to appreciate the steps taken to include minority agents in the promotion process and to appoint new management to oversee these efforts, which reflects a belief in the effectiveness of affirmative action policies. However, since the author also notes that the success of these actions remains to be seen, it suggests a cautious optimism rather than an unqualified endorsement.	"Summary:
The text addresses the issue of discrimination within the Federal Bureau of Investigation (FBI) and the steps taken by Director William Sessions to address these concerns through affirmative action. Sessions acknowledged the failure of previous efforts to ensure equal treatment of minority employees and made changes, including removing the director in charge of these efforts and appointing a new manager from outside the FBI. Additionally, he announced that black and Hispanic agents would be included on the bureau's internal promotion boards. This response came after a Federal judge ruled the FBI had discriminated against Hispanic agents and the Equal Employment Opportunity Commission upheld a complaint by Donald Rochon, a black agent who faced harassment. The urgency for effective remedies is underscored by the FBI's role in enforcing civil rights laws, highlighting the need for the agency to adhere to these laws internally.

Author's Perspective on Affirmative Action:
The author appears to support affirmative action as a necessary response to the discrimination found within the FBI. The text implies that affirmative action measures are not just a formal requirement but a moral imperative, especially for an agency responsible for upholding civil rights laws. The author seems to view the steps taken by Director Sessions as a positive development, signaling a commitment to improvement, but also suggests that the success of these actions remains to be seen. The tone indicates that the author believes in the importance of affirmative action as a tool for promoting equal treatment and rectifying past injustices within organizations."	0.020399999999999998	affirmative action	txt/427134596.xml.txt	1
	None	The author does not directly discuss affirmative action in the common context of policies supporting disadvantaged groups. The term appears only in relation to a budgetary process and does not provide insight into the author's stance on affirmative action as a social policy. Therefore, it is not possible to categorize the author's perspective on affirmative action based on the provided text.	"Summary:
The text is a satirical commentary on the perceived slow and cautious approach of President Bush's administration, as told through a humorous anecdote involving Bush being knocked unconscious and waking up years later to a report of national stability from his Chief of Staff, John Sununu. The author visits Sununu to understand this approach and discuss a new phrase, ""enhanced rescission,"" which refers to a method of budget control that could increase executive power. Sununu's behavior during the interview is described as both shrewd and insecure. The author also reflects on the Bush administration's strategies, contrasting them with Reagan's, and questions whether Sununu and budgeteer Dick Darman can successfully increase executive authority.

Author's Perspective on Affirmative Action:
The author does not directly discuss affirmative action in the text provided. The phrase ""affirmative action"" appears only in the context of a budgetary term ""affirmative legislative action,"" which refers to the need for Congress to actively agree to rescind parts of appropriations. The term ""affirmative action"" in its more common context, referring to policies that support members of disadvantaged groups, is not addressed in the text, and therefore, the author's perspective on affirmative action in that sense cannot be discerned from this excerpt."	0.024759999999999997	affirmative action	txt/427163446.xml.txt	1
4	strongly_in_favor	The author, Julian Bond, uses satire to criticize the media's portrayal of civil rights organizations and to highlight the absurdity of arguments against affirmative action. His use of sarcasm and irony, especially in discussing the misrepresentation of the NAACP and the trivialization of affirmative action's benefits, suggests that he is in favor of affirmative action. Bond's focus on the importance of affirmative action in addressing racial inequalities and his critique of the media's negative stereotypes indicate that he supports affirmative action and sees it as a necessary tool for social justice.	"Summary:
The text appears to be a satirical memo written by Julian Bond, a former member of the NAACP board of directors and a professor of history and politics. The memo is addressed to journalists and pundits and is prompted by the news that a large number of people have applied to replace Benjamin Hooks as the executive director of the NAACP, with Jesse Jackson being a speculated leading candidate. The memo sarcastically suggests that the media should work harder to promote the perception that the NAACP and civil rights leadership are outdated and disconnected from the black community. It offers a series of story ideas that play into this narrative, advising the use of terms like ""venerable"" and ""geriatric"" and encouraging the avoidance of facts that would show the NAACP in a positive light. The memo mocks the media's tendency to misrepresent the NAACP's position and influence, and it ironically suggests ways to perpetuate negative stereotypes and misconceptions about the organization and its work.

Author's Perspective on Affirmative Action:
The author's perspective on affirmative action can be inferred from the sarcastic tone of the memo. Bond seems to be criticizing those who oppose affirmative action by highlighting the absurdity of their arguments. He points out that some people argue against affirmative action by claiming it robs recipients of their pride or makes them feel bad, and he notes the irony of not questioning whether whites who receive preferential treatment feel the same way. The memo implies that these arguments are outdated and recycled from past civil rights battles, suggesting that the author sees affirmative action as a necessary and positive force that continues to be relevant and beneficial for addressing racial inequalities. Bond's satirical approach indicates his disapproval of the media's role in perpetuating negative and misleading narratives about affirmative action and civil rights organizations like the NAACP."	0.027110000000000002	affirmative action	txt/428907164.xml.txt	1
1	somewhat_against	The author of the text is critical of 'The Bell Curve' and its authors' stance on affirmative action, suggesting that their call to abolish affirmative action is based on outdated and discredited ideas. The criticism indicates that the author of the text does not support the book's conclusions and is skeptical of the motives behind the book's stance on affirmative action.	"Summary:
The text discusses ""The Bell Curve,"" a book by Charles Murray and the late Richard Herrnstein, which has sparked controversy due to its examination of racial differences in IQ scores. The authors suggest that the lower average IQ scores of black people compared to white people are a significant issue, leading to policy recommendations such as the abolition of affirmative action and welfare. The text criticizes the book for rehashing old and incendiary pseudo-scientific ideas, particularly those of William Shockley, who made similar claims about genetics and intelligence decades earlier. The book is accused of being more about marketing and political agenda than contributing new scientific insights or practical solutions to social issues. It is also noted that the book includes disclaimers, summaries, and graphs to appear authoritative, and it is marketed in a way that caters to different levels of readership. The author of the text suggests that despite its marketing strategy, ""The Bell Curve"" may not resonate in a culture that celebrates figures like the fictional character Forrest Gump, who is portrayed as having a low IQ but is still revered.

Author's Perspective on Affirmative Action:
The author of the text seems critical of ""The Bell Curve"" authors' stance on affirmative action. The text implies that the book's call to abolish affirmative action is based on outdated and discredited ideas linking race, genetics, and intelligence. The author suggests that the book's perspective on affirmative action is part of a conservative political agenda rather than a thoughtful or scientifically supported policy recommendation. The criticism of the book's approach to this issue indicates that the author of the text is skeptical of the motives and arguments behind the book's stance on affirmative action and does not support the book's conclusions on this matter."	0.02731	affirmative action	txt/429909301.xml.txt	1
	None	The author's perspective on affirmative action is not directly expressed in terms of support or opposition to the policy itself. Instead, the author uses Bob Dole's changing stance on affirmative action as an example of Dole's broader character flaw of indecisiveness and lack of consistent leadership. The author's focus is on criticizing Dole's political maneuvering and inconsistency, rather than on the merits or drawbacks of affirmative action policy. Therefore, the author's stance on affirmative action is not the central concern of the text, and the author's own views on the policy cannot be determined from the provided summary.	"Summary:
The text discusses Bob Dole's indecisiveness during his presidential campaign, particularly in relation to attacking Bill Clinton's character and administration ethics. At 73 years old, Dole is portrayed as hesitant to get tougher on Clinton, questioning whether to do so in a New Jersey event. He ultimately decides to confront Clinton in a town-hall debate, a difficult setting for aggressive tactics, with the election only weeks away. The author criticizes Dole for his vacillation and suggests it has given Clinton a free pass while highlighting Dole's own character issues. Dole's history of equivocation on various topics, including his stances on affirmative action and supply-side economics, is seen as damaging to his credibility as a leader. The text implies that Dole's inability to take firm positions and confront his opponents weakens his presidential campaign and raises doubts about his leadership capabilities.

Author's Perspective on Affirmative Action:
The author appears critical of Bob Dole's stance on affirmative action, citing it as an example of his tendency to reverse his positions. Dole is described as having abandoned his long-standing support for affirmative action in an attempt to align himself with Ronald Reagan's legacy and appeal to certain voter bases. This reversal is presented as a self-destructive move and an indication of Dole's lack of steadfastness in his convictions. The author uses Dole's flip-flopping on affirmative action to underscore a broader argument about Dole's character flaws, particularly his lack of consistency and leadership. The perspective suggests that Dole's shift on affirmative action is not a principled decision but rather a political maneuver, which contributes to the portrayal of Dole as a compromised and indecisive candidate."	0.02859	affirmative action	txt/430675992.xml.txt	1
3	somewhat_in_favor	The author's perspective on affirmative action is somewhat in favor, as indicated by the criticism of the Republican Party's focus on ending affirmative action without offering a plausible alternative. The author sees affirmative action as a necessary measure to address racial inequalities and implies that its removal would be irresponsible and harmful without a proper replacement. The mention of needing 'a just reform of affirmative action' suggests that the author may see room for improvement in affirmative action policies but does not support their outright abolition.	"Summary:
The text discusses the U.S. Congress's consideration of a bill to apologize for slavery, with some opposition from figures like Jesse Jackson and Newt Gingrich. The author criticizes this gesture as symbolic rather than substantive, suggesting that what is needed is real change, not apologies. The article highlights the Republican focus on ending affirmative action and the lack of substantial alternatives to address racial inequalities. It also criticizes President Clinton's approach to racial policy as being more about public relations than concrete action. The author suggests that instead of symbolic gestures, the government should be working with mayors to address the crises of race and poverty with credible, effective programs.

Author's perspective on affirmative action:
The author's perspective on affirmative action is that it should not be abolished without providing a safety net for the poor. The author criticizes the Republican Party's focus on ending affirmative action as a popular stance in polls but points out that the party lacks a plausible alternative that would be acceptable to key figures within the party who have credibility on racial issues and support a just reform of affirmative action. The author implies that affirmative action is a necessary measure to address racial inequalities and that its removal without a proper replacement would be irresponsible and harmful."	0.02332	affirmative action	txt/430810646.xml.txt	1
4	strongly_in_favor	The author describes Albert Carnesale's perspective as one that values diversity as a fundamental goal in education, with affirmative action being a tool to achieve this diversity. Carnesale's advocacy for diversity in the educational environment, his belief in its importance for a high-quality education, and his efforts to engage with strategies to maintain diversity despite legal limitations suggest a strong support for the principles behind affirmative action. His commitment to finding alternative ways to promote diversity within the constraints of Proposition 209 indicates a proactive stance in favor of the objectives of affirmative action, even if the traditional means are currently restricted.	"Summary:
The text discusses the perspective of Albert Carnesale, the new Chancellor of the University of California at Los Angeles, on the issue of affirmative action and diversity in education. Carnesale emphasizes the importance of diversity as an end goal, with affirmative action being one of the means to achieve it. He highlights the challenges faced by UCLA due to new policies by the Regents of the University of California and Proposition 209, which ban preferences in admissions based on race or ethnicity. These changes have led to a significant drop in the number of Hispanic and black students admitted to and enrolling in UCLA's Law School. Carnesale outlines three reasons why he believes diversity is crucial: it enhances education, prepares leaders for all societal segments, and provides access to social and economic mobility.

Author's Perspective on Affirmative Action:
The author presents Carnesale's perspective as one that strongly supports the pursuit of diversity within the educational environment. Carnesale views diversity as a critical component of a high-quality education, as it allows students to learn from each other's different perspectives. He also sees the role of a public university like UCLA as preparing leaders from all walks of life and promoting social and economic mobility through education.

Carnesale acknowledges the challenges to maintaining diversity in the wake of Proposition 209 and outlines strategies to encourage minority students to apply and enroll. He advocates for increased engagement with high schools to make more minorities eligible for university admission and aspires to equal educational opportunities for all children, despite recognizing that better-off individuals will always have some advantages.

Moreover, Carnesale clarifies that while race, ethnicity, and gender cannot be considered in admissions, universities like UCLA can and do consider other factors beyond academic scores. He gives examples such as extracurricular talents and personal achievements that contribute to the diversity of the student body.

In summary, the author conveys Carnesale's view that diversity is an essential aim for educational institutions and that affirmative action, though currently limited by law, is not the only means to achieve a diverse and enriching educational environment. Carnesale advocates for a broader understanding of diversity that encompasses a variety of student experiences and backgrounds, beyond just test scores and academic records."	0.031689999999999996	affirmative action	txt/430872205.xml.txt	1
2	neutral	The author acknowledges the importance of affirmative action by highlighting its success in the context of General Colin Powell's career, as mentioned by President Clinton. They also recognize the complexity of the topic by mentioning Thernstrom's distinction between affirmative action and racial preferences, implying that a nuanced conversation is necessary. The author does not explicitly advocate for or against affirmative action but instead suggests that it is a topic worthy of deeper discussion. They seem to appreciate the value of affirmative action while also understanding that there are different perspectives that need to be addressed.	"Summary:
President Clinton conducted a national town meeting on race in Akron, Ohio, which was televised and involved discussions with 67 college students, civic leaders, and business people. The event aimed to initiate a broad, national conversation on race. Participants spoke on racial identity, affirmative action, and education, but the conversation remained guarded. The dialogue gained momentum when President Clinton directly addressed Abigail Thernstrom, a panelist critical of affirmative action, asking if she would eliminate affirmative action like that which benefited General Colin Powell. Thernstrom distinguished between affirmative action and racial preferences, a topic that warranted more discussion. The event's energy was subdued, and Clinton was disappointed by the lack of openness. The article suggests that future meetings could be more effective if they were better organized with focused topics and engaging guests.

Author's Perspective on Affirmative Action:
The author seems to recognize the complexity and contentiousness of affirmative action as a topic. They highlight the moment when President Clinton challenges Thernstrom on her views, indicating that this was a critical point in the discussion that could have been explored more deeply. The author implies that affirmative action, as implemented by the Army to help soldiers like General Colin Powell, is a success story worth examining. However, they also acknowledge Thernstrom's point that there is a distinction to be made between affirmative action and racial preferences, suggesting that this nuance is an important part of the conversation that deserves attention. Overall, the author appears to view affirmative action as a significant and effective tool in addressing racial inequality, but also sees the need for a more nuanced and in-depth discussion on its implementation and implications."	0.02237	affirmative action	txt/430898745.xml.txt	1
3	somewhat_in_favor	The author, Lani Guinier, acknowledges the value of affirmative action for promoting diversity and equality in higher education but also recognizes its challenges and controversies. By highlighting the success of the Texas '10 percent plan' as an alternative that increases diversity without explicitly using race and advocating for strategies that gain broader support, Guinier demonstrates a nuanced perspective. She supports the goals of affirmative action but also seeks more inclusive and less contentious methods to achieve these goals.	"Summary:
The text discusses the implications of affirmative action policies and their alternatives in the context of university admissions in California and Texas. In California, the ban on considering race and ethnicity in public college admissions led to a significant drop in admissions for black, Hispanic, and American Indian students at top universities, raising concerns about resegregation. In contrast, Texas developed the ""10 percent plan"" after a federal court decision against considering race in admissions. This plan automatically admits students in the top 10 percent of their high school class to the state's most selective public universities, regardless of their S.A.T. scores. The result was an increase in admissions for minority and rural white students who typically underperform on standardized tests. Texas has also implemented measures to improve primary education, with accountability for performance across different ethnic and economic groups, leading to a narrowing of the achievement gap.

Author's Perspective on Affirmative Action:
The author, Lani Guinier, appears to view affirmative action as a valuable tool for promoting diversity and equality in higher education. However, she also acknowledges the challenges and controversies surrounding affirmative action. Guinier highlights the Texas ""10 percent plan"" as a more inclusive and less contentious alternative that has successfully increased diversity and access to education without explicitly using race as a criterion. She suggests that this approach, combined with efforts to improve primary education and a less polarized political environment, can lead to better educational outcomes and a broader public discussion on the issue. Guinier seems to advocate for strategies that promote equal opportunity and diversity while also garnering broader support across different demographic and political groups."	0.025330000000000002	affirmative action	txt/430957877.xml.txt	1
3	somewhat_in_favor	The author, Henry Louis Gates Jr., acknowledges the positive impact of affirmative action on the growth of the black middle class but also points out the persistence of disparities and the emergence of new forms of disconnectedness. He emphasizes the need for the African-American community to embrace the Internet to avoid 'cybersegregation' and suggests community involvement in teaching technology skills. His perspective shows an understanding of the complexities surrounding affirmative action and recognizes its benefits while also highlighting ongoing challenges that require attention beyond policy measures. Gates does not explicitly state a strong position for or against affirmative action, but he implies that it is a necessary but not sufficient condition for achieving true equality.	"Summary:
Henry Louis Gates Jr. discusses the historical and contemporary issues of African-American access to literacy and technology. He highlights the importance of literacy as a means of liberation for slaves and notes that the struggle for equal access to education continued after slavery. Gates points out the current gap in access to the digital ""knowledge economy,"" referring to it as ""cybersegregation."" He cites a Commerce Department study showing that income alone does not explain the disparity in computer ownership between white and African-American families. Gates argues that the lack of relevant content on the Internet for African-Americans contributes to this divide and suggests that creating appealing content could help bridge the gap, similar to how ""race records"" did in the music industry.

Author's Perspective on Affirmative Action:
Gates reflects on the impact of affirmative action, acknowledging the growth of the black middle class since such programs began in the late 1960s. However, he also points out that new forms of disconnectedness have emerged, with middle-class African-Americans feeling isolated from both their white peers and those in the underclass. He suggests that addressing the ""cybersegregation"" issue requires behavioral change within the African-American community, including using resources like churches and community centers to teach technology skills and black history. Gates emphasizes the importance of the Internet as a modern communication tool that African-Americans must embrace to avoid a new form of segregation. He implies that while affirmative action has had positive effects, there is still work to be done by the African-American community to ensure they are not left behind in the digital age."	0.029969999999999997	affirmative action	txt/431248074.xml.txt	1
4	strongly_in_favor	The author's depiction of Richard Barrett's rally against affirmative action as 'anemic' and his interpretation of historical documents as 'racist' indicates a disapproval of Barrett's views. The author's favorable portrayal of the community's inclusive and peaceful gathering, which celebrates diversity and unity, further suggests support for the principles of affirmative action. By contrasting Barrett's negative approach with the community's positive response, the author implicitly endorses the values of equality and diversity that affirmative action seeks to promote. There is a clear disapproval of Barrett's anti-affirmative action stance and an appreciation for the community's stand against his ideology.	"Summary:
Morristown, known for its historical significance during the Revolutionary War, faced a contemporary challenge to its ideals of life, liberty, and the pursuit of happiness. Richard Barrett, a white supremacist from Mississippi, obtained legal permission to hold a rally in Morristown, citing the town's history and drawing a parallel between his cause and George Washington's rebellion against monarchical privilege. Barrett's rally, which opposed affirmative action and promoted racist ideology, was met with protective police presence and counter-protests that resulted in pepper spray deployment and arrests. In response to Barrett's divisive presence, the community of Morristown gathered in a show of unity and diversity at the Calvary Baptist Church. The event, which attracted a large crowd, featured multi-faith prayers and celebrated racial harmony, deliberately omitting Barrett's name while denouncing the notion of racial superiority. The town's mayor had encouraged this peaceful demonstration as an alternative to direct confrontation with Barrett's group.

Author's Perspective on Affirmative Action:
The author presents a critical view of Barrett's anti-affirmative action stance, describing his protest as ""anemic"" and his interpretation of the Declaration of Independence as ""racist."" The author contrasts Barrett's divisive message with the community's embrace of diversity and unity, highlighting the town's peaceful and inclusive gathering as a rejection of Barrett's ideology. The narrative suggests that the author values the principles of equality and diversity, which are foundational to affirmative action, and views Barrett's perspective as a regressive and unwelcome disturbance to the community's progress toward racial harmony. The author's depiction of the community's response to Barrett's rally underscores a commitment to moving beyond past racial divisions and indicates a belief in the importance of acknowledging and accepting differences as a way to move forward."	0.0298	affirmative action	txt/431493919.xml.txt	1
3	somewhat_in_favor	The author's presentation of Dr. Formicola's work in a positive light, highlighting his efforts to increase minority enrollment and access to dental care, suggests a favorable view of affirmative action. The text underscores the impact of affirmative action policies and portrays them as a means to address inequality and fulfill a social responsibility. The author's focus on the success of these initiatives as a means to bridge community gaps indicates a perspective that is supportive of affirmative action.	"Summary:
The text discusses the efforts of Dr. Allan J. Formicola, who is retiring as the dean of the Columbia University School of Dental and Oral Surgery after 23 years. Dr. Formicola is recognized for his significant contributions in increasing minority enrollment at the dental school and expanding access to high-quality dental care in Harlem, Washington Heights, and Inwood. His approach involved reaching out to minority alumni and promoting community involvement. His tenure saw the establishment of community health centers, dental clinics in schools, and a mobile dental care unit. Dr. Formicola's work is highlighted as an example of how those in positions of power can address issues of inequality and affirmative action. The article also touches on the historical tension between Columbia University and the surrounding communities, as well as the ongoing challenges in providing adequate dental care to minority neighborhoods. There is hope that the initiatives started by Dr. Formicola will continue after his retirement.

Author's Perspective on Affirmative Action:
The author presents a positive view of affirmative action through the example of Dr. Formicola's work. Dr. Formicola is portrayed as someone who actively sought to increase minority representation in the dental field and improve access to dental care in underserved communities. His actions are implied as a response to the broader question of what those with power owe to those less privileged, suggesting an endorsement of affirmative action as a means to address inequality and social responsibility. The author's perspective is that affirmative action, when implemented thoughtfully and with commitment, can lead to meaningful change and bridge gaps between communities. The success of Dr. Formicola's initiatives serves as a testament to the potential positive impact of affirmative action policies."	0.027539999999999995	affirmative action	txt/431879654.xml.txt	1
2	neutral	The author's perspective on affirmative action is not directly stated, but there is an implied critique of the insincere and politically motivated support for affirmative action by certain politicians. While the author is critical of the misuse of affirmative action as a tool for political expediency, there is no clear indication of the author's stance on the policy itself. The criticism is more focused on the political manipulation surrounding the issue rather than the merits or drawbacks of affirmative action policies. Therefore, the author's stance on affirmative action is best described as neutral, with a strong emphasis on the importance of sincerity and effectiveness in its implementation.	"Summary:
The text is a critical commentary on the political fallout following then-Senator Trent Lott's controversial remarks at Strom Thurmond's centennial birthday party, where Lott seemed to endorse Thurmond's segregationist past. The author describes Lott's subsequent attempts to make amends by supporting affirmative action and other racially sensitive measures, actions which the author views as disingenuous and politically motivated. The broader issue, as the author sees it, is the hypocrisy and cynicism within both political parties and the media, who used Lott as a scapegoat to avoid addressing systemic racism and their own complicity in it. The author also criticizes the Republican Party for its history of using race as a political tool, while also pointing out the failure of the Democratic Party and the media to call out such behavior consistently.

Author's Perspective on Affirmative Action:
The author's perspective on affirmative action is not explicitly stated in the text. However, the author is critical of Trent Lott's sudden and seemingly insincere endorsement of ""across the board"" affirmative action, suggesting that it was a desperate political maneuver rather than a genuine commitment to racial equality. The author also critiques President Bush's ""affirmative access"" as ineffective, implying skepticism about the Republican Party's approach to affirmative action and racial justice. The text suggests that the author views affirmative action as a policy that should be genuinely and effectively implemented, rather than used as a public relations strategy or a superficial remedy to appease critics after a scandal."	0.03734	affirmative action	txt/432267882.xml.txt	1
4	strongly_in_favor	The author, James O. Freedman, is described as a 'strong supporter of affirmative action.' He has actively contributed to supporting affirmative action policies, including helping prepare a brief for the U.S. Supreme Court in favor of the University of Michigan's affirmative action program. His belief that the future of America depends on the education of minority men and women, along with his efforts to make Dartmouth College more inclusive, clearly indicates his strong advocacy for affirmative action.	"Summary:
James O. Freedman, the retired president of Dartmouth College, staunchly advocates for the value of a liberal education despite criticism that it is impractical. He believes that liberal education is essential for understanding oneself, developing a moral compass, and gaining insights into how society and democracies function. In his book, ""Liberal Education and the Public Interest,"" Freedman argues that the skills gained from a liberal education—such as writing and critical thinking—are highly valuable in the job market over a long career. Despite undergoing chemotherapy for non-Hodgkin's lymphoma, Freedman remains focused on writing and promoting liberal values. He has also been active in supporting affirmative action and creating a welcoming environment for diverse students at Dartmouth. His contributions extend beyond academia, as seen in his efforts to combat campus intolerance and his advisory role to fellow academics.

Author's Perspective on Affirmative Action:
James O. Freedman is a strong supporter of affirmative action. He believes that the future of America relies on the education of minority men and women, and he has put this belief into action by helping prepare a brief for the U.S. Supreme Court in support of the University of Michigan's affirmative action program. His advocacy for affirmative action is consistent with his broader commitment to liberal education and diversity, as evidenced by his efforts to make Dartmouth College more inclusive during his presidency. Freedman views affirmative action as a necessary measure to ensure that educational opportunities are accessible to all segments of society, which he sees as critical to the nation's success."	0.03102	affirmative action	txt/432317583.xml.txt	1
3	somewhat_in_favor	The author seems to be somewhat in favor of affirmative action, as indicated by the description of Justice O'Connor's potential support for the University of Michigan's policies. The author acknowledges O'Connor's conservative background but emphasizes her nuanced legal approach and concern for the societal impact of court decisions. The mention of O'Connor's personal experiences with gender discrimination and the implication that these experiences might lead her to empathize with beneficiaries of affirmative action further suggests that the author views affirmative action as a positive force for overcoming barriers and promoting inclusion.	"Summary:
The text discusses the Supreme Court's consideration of cases against the University of Michigan's affirmative action policies in admissions. Kirk Kolbo, representing the plaintiffs, argued that affirmative action violates the Constitution, but faced skepticism from Justice Sandra Day O'Connor, who highlighted the complexities of precedent and the non-absolute nature of the issue. The cases had significant momentum and attention, with protests outside the court. Justice O'Connor, known for her pivotal swing vote and conservative yet occasionally moderate stance, seemed to be leaning towards preserving affirmative action based on her questions and legal history.

Author's Perspective on Affirmative Action:
The author portrays Justice O'Connor as a potentially unlikely defender of affirmative action. Despite her conservative background and some decisions that have been perceived as callous or unsympathetic to certain groups, the author suggests that O'Connor's nuanced approach to the law and her attention to the real-world impacts of court rulings may lead her to support the University of Michigan's policies. The author notes that O'Connor has often been averse to overturning major precedents and has demonstrated a concern for the effects of legal decisions on people's lives.

The text also hints at a personal connection that may influence O'Connor's view: her own experience with gender discrimination and her appointment to the Supreme Court, which was partially a result of a political promise to appoint a woman, akin to affirmative action. The author suggests that O'Connor might empathize with minority applicants who benefit from affirmative action, seeing a reflection of her own path to success that involved overcoming barriers and seizing opportunities provided by intentional acts of inclusion."	0.02911	affirmative action	txt/432374988.xml.txt	1
