coder_id	stance3	origin	coder_quality	filename	date	source	author	author_normalized	keywords	title	word_count	relevant	year
62926b2bba027005e0a84475	0	prolific A	FALSE	txt/2065977608.xml.txt	2018-07-08	New York Times	NA	NA	Admissions policies,Students,College admissions,Multiculturalism & pluralism,Education,Gender,Affirmative action	A New Policy on Race in College Admissions	482	TRUE	2018
62926b2bba027005e0a84475	0	prolific A	FALSE	txt/398630711.xml.txt	1997-02-27	Wall Street Journal	NA	NA	Editorials,Class action lawsuits,Liability,Lobbyists,Torts,Brochures,Attorneys,Capital punishment	ABA v. business	806	FALSE	1997
5f330bfd7109cd0e649566b6	NA	prolific A	TRUE	txt/408523809.xml.txt	1999-07-04	The Washington Post	John F. Harris	Harris, John F	Presidential elections,Populism,Politicians	Goodbye Pork Rinds, Hello Penthouse	1542	FALSE	1999
5f330bfd7109cd0e649566b6	NA	prolific A	TRUE	txt/230632738.xml.txt	2010-05-01	The Washington Post	Anonymous	Anonymous	NA	What we want in a Supreme Court justice	331	NA	2010
5f330bfd7109cd0e649566b6	NA	prolific A	TRUE	txt/421507153.xml.txt	1999-03-08	Los Angeles Times	GEORGE SKELTON	Skelton, George	Education reform,Legislation,Education policy,Public schools	California and the West; The Rise and Fall of Issues--Even Education	744	TRUE	1999
5f330bfd7109cd0e649566b6	1	prolific A	TRUE	txt/424669038.xml.txt	1983-07-17	New York Times	ROSENTHAL, JACK	ROSENTHAL, JACK	EDITORIALS,AFFIRMATIVE ACTION,APPOINTMENTS AND EXECUTIVE CHANGES,CIVIL RIGHTS,BLACKS (IN US),MINORITIES (ETHNIC, RACIAL, RELIGIOUS),WOMEN,HIRING AND PROMOTION,EDUCATION AND SCHOOLS,DISCRIMINATION	The Editorial Notebook; Morris Abram, LBJ and Neutrality	755	TRUE	1983
5f330bfd7109cd0e649566b6	NA	prolific A	TRUE	txt/2682983998.xml.txt	2022-07-01	The Washington Post	NA	NA	Supreme Court decisions,Church & state,Womens health,States rights,Civil rights	We have been warned	624	TRUE	2022
5f330bfd7109cd0e649566b6	NA	prolific A	TRUE	txt/1752156404.xml.txt	2015-01-01	The Washington Post	Ann Telnaes	Telnaes, Ann	Litigation,Debates,Mass murders,Bills,Presidents	Ann Telnaes Cartoons: 2015 in review (Posted 2015-12-28 12:04:32)	373	FALSE	2015
5f330bfd7109cd0e649566b6	1	prolific A	TRUE	txt/430872205.xml.txt	1997-11-28	New York Times	Anthony Lewis	Lewis, Anthony	Education policy,Affirmative action,College admissions	Violins In the Wings	676	TRUE	1997
5f330bfd7109cd0e649566b6	0	prolific A	TRUE	txt/2099964529.xml.txt	2018-09-05	Los Angeles Times	Erwin Chemerinsky	Chemerinsky, Erwin	Constitutional law,Supreme Court decisions,Militia groups,Firearms,Sports officiating	Brett Kavanaugh likened Supreme Court justices to 'umpires.' That's nonsense and he knows it	754	FALSE	2018
5f330bfd7109cd0e649566b6	-0.5	prolific A	TRUE	txt/430957877.xml.txt	1998-04-23	New York Times	Lani Guinier	Guinier, Lani	Higher education,Affirmative action,College admissions,Academic achievement	An Equal Chance	644	TRUE	1998
5f330bfd7109cd0e649566b6	-0.5	prolific A	TRUE	txt/399055159.xml.txt	2008-07-05	Wall Street Journal	John Fund	Fund, John	Political behavior,Fatalities,Conservatism,Nominations,Civil rights,Congressional elections,Communism,Foreign policy	How Jesse Helms Made a Difference	989	TRUE	2008
655ce483f596bc00eab95320	NA	prolific A	FALSE	txt/408439658.xml.txt	1999-02-19	The Washington Post	William Raspberry	Raspberry, William	Higher education,Reports,Black people	Black Leaders of the Future	704	TRUE	1999
655ce483f596bc00eab95320	0.5	prolific A	FALSE	txt/1519805309.xml.txt	2014-04-30	Los Angeles Times	STEVE LOPEZ	Lopez, Steve	Sports team owners,Bans,Public opinion,Professional basketball -- Los Angeles Clippers,Racism	Kicking Sterling to the curb; At Tolliver's barbershop, no one gives Clippers' owner a pass for taped comments. There's consensus the U.S. has a long way to go on race.	961	TRUE	2014
655ce483f596bc00eab95320	0	prolific A	FALSE	txt/421424365.xml.txt	1998-11-23	Los Angeles Times	GEORGE SKELTON	Skelton, George	Hispanic Americans,Voter behavior,Election results,Leadership,Political power	California and the West; Now Latinos Are Changing the Face of Both Parties	740	TRUE	1998
655ce483f596bc00eab95320	-0.5	prolific A	FALSE	txt/293028806.xml.txt	1995-02-26	Los Angeles Times	NA	NA	NA	At UCI, Worthy Attention to Diversity Chancellor Wilkening's Council Should Solidify One of the University's Selling Points	379	NA	1995
655ce483f596bc00eab95320	NA	prolific A	FALSE	txt/2009409469.xml.txt	2018-03-02	New York Times	David Brooks	Brooks, David	Conservatism,Progressivism,Politics,Society,Political power,Mass murders,Firearm laws & regulations,Liberalism,American culture,Narcotics	How the Left Wins the Culture War	859	FALSE	2018
655ce483f596bc00eab95320	-1	prolific A	FALSE	txt/2765919087.xml.txt	2023-01-17	Wall Street Journal	William McGurn	McGurn, William	Students,Asian Americans,Achievement tests,Attorneys general,Sex crimes,Secondary schools,School boards,Investigations,Academic achievement,Affirmative action	Main Street: The New Structural Racism	777	TRUE	2023
655ce483f596bc00eab95320	0	prolific A	FALSE	txt/421525331.xml.txt	1999-07-22	Los Angeles Times	JAMES W. ROBINSON	Robinson, James W	Overtime,Labor law,Politics	Commentary; COLUMN RIGHT/ JAMES W. ROBINSON; Eight-Hour Bill Shows Davis' True Colors; Forget what he says about charting a centrist course. Look at the actions he's taken since he was elected last fall.	718	FALSE	1999
655ce483f596bc00eab95320	0	prolific A	FALSE	txt/432763623.xml.txt	2004-05-22	New York Times	Ian Haney Lopez	NA	Supreme Court decisions,Hispanic Americans,Racial discrimination,Juries,Bill of Rights-US	Hernandez v. Brown	908	TRUE	2004
655ce483f596bc00eab95320	NA	prolific A	FALSE	txt/398920534.xml.txt	2003-12-02	Wall Street Journal	Melanie Kirkpatrick	Kirkpatrick, Melanie	Political appointments,Judges & magistrates,Political behavior,Disclosure,Medicare,Nominations,Political leadership,Interest groups,Partisanship,Federal court decisions,Judiciary,Affirmative action,Congressional committees	The Sound of Silence	975	TRUE	2003
655ce483f596bc00eab95320	NA	prolific A	FALSE	txt/424890519.xml.txt	1984-02-12	New York Times	Anthony Lewis William Safire's column now appears every Monday and Friday.	NA	INTERNATIONAL RELATIONS,UNITED STATES INTERNATIONAL RELATIONS	ABROAD AT HOME; AFTER ANDROPOV	821	FALSE	1984
6413ed6a23881edc2e190e15	-0.5	prolific A	FALSE	txt/421987509.xml.txt	2005-04-22	Los Angeles Times	DAVID GELERNTER	Gelernter, David	Political parties,Conservatism	Commentary; DAVID GELERNTER; To Dems, It's 1974 Forever	648	FALSE	2005
6413ed6a23881edc2e190e15	-0.5	prolific A	FALSE	txt/432267882.xml.txt	2002-12-21	New York Times	Frank Rich	Rich, Frank	Resignations,Leadership,Racism,Segregation	Bonfire Of the Vanities	1478	TRUE	2002
6413ed6a23881edc2e190e15	NA	prolific A	FALSE	txt/421507153.xml.txt	1999-03-08	Los Angeles Times	GEORGE SKELTON	Skelton, George	Education reform,Legislation,Education policy,Public schools	California and the West; The Rise and Fall of Issues--Even Education	744	TRUE	1999
6413ed6a23881edc2e190e15	0.5	prolific A	FALSE	txt/2445858352.xml.txt	2020-09-25	New York Times	Melanye Price	Price, Melanye	Segregation,African Americans,Race,Lynchings,Police departments,Criminal justice,Black history,Deadly force	Breonna Taylor Deserved Justice	1007	TRUE	2020
6413ed6a23881edc2e190e15	-1	prolific A	FALSE	txt/2633115690.xml.txt	2022-02-25	The Washington Post	George F Will	Will, George F	Hate crimes,Hate speech,Racism,Race,Trials	Ahmaud Arbery’s racist killers are grotesque, but their ‘hate crimes’ prosecution was a show trial	741	TRUE	2022
6413ed6a23881edc2e190e15	0.5	prolific A	FALSE	txt/2833402706.xml.txt	2023-07-05	The Washington Post	NA	NA	Weddings,Sexual orientation discrimination,Freedom of religion,Freedom of speech	The Supreme Court’s wedding website ruling is gobsmacking	527	TRUE	2023
6413ed6a23881edc2e190e15	-1	prolific A	FALSE	txt/398538903.xml.txt	1997-01-24	Wall Street Journal	NA	NA	Editorials,Television stations,Affirmative action,License,Minority stockholders,Limited partnerships,Equity stake,Civil rights,State court decisions	Useful distinctions	646	TRUE	1997
6413ed6a23881edc2e190e15	0	prolific A	FALSE	txt/424224130.xml.txt	1981-11-16	New York Times	NA	NA	APPOINTMENTS AND EXECUTIVE CHANGES	More Foxes for the Chicken Coops	370	FALSE	1981
6413ed6a23881edc2e190e15	-1	prolific A	FALSE	txt/1099415355.xml.txt	2012-10-12	Wall Street Journal	Jason L. Riley	Riley, Jason L	College admissions,Colleges & universities,Hispanic Americans,Patient Protection & Affordable Care Act 2010-US,State court decisions,Liberalism	Roberts and the Left	315	TRUE	2012
6413ed6a23881edc2e190e15	0.5	prolific A	FALSE	txt/2065977608.xml.txt	2018-07-08	New York Times	NA	NA	Admissions policies,Students,College admissions,Multiculturalism & pluralism,Education,Gender,Affirmative action	A New Policy on Race in College Admissions	482	TRUE	2018
5fc98fe1b105424d4b03381b	0	prolific A	FALSE	txt/1667204395.xml.txt	2015-03-29	The Washington Post	William G Bowen	Bowen, William G	Fossil fuels,Colleges & universities,Divestments,Endowment	Divestment isn'the answer	732	TRUE	2015
5fc98fe1b105424d4b03381b	0.5	prolific A	FALSE	txt/429909301.xml.txt	1994-10-23	New York Times	NA	NA	INTELLIGENCE,SOCIAL CONDITIONS AND TRENDS,GENETICS AND HEREDITY	Journal; The Sell Curve	674	FALSE	1994
5fc98fe1b105424d4b03381b	1	prolific A	FALSE	txt/418548792.xml.txt	1998-01-02	Chicago Tribune	NA	NA	Editorials,Firefighters,Police,Minority & ethnic groups,Affirmative action,Labor unions	COP, FIRE UNIONS LIFT DALEY'S STATURE	428	TRUE	1998
5fc98fe1b105424d4b03381b	1	prolific A	FALSE	txt/430872205.xml.txt	1997-11-28	New York Times	Anthony Lewis	Lewis, Anthony	Education policy,Affirmative action,College admissions	Violins In the Wings	676	TRUE	1997
5fc98fe1b105424d4b03381b	1	prolific A	FALSE	txt/408345486.xml.txt	1997-09-25	The Washington Post	Rodney E. Slater	Slater, Rodney E	Integration,Public schools,Race relations,Racism,Minority & ethnic groups,Black people	When the Doors Opened at Central High	784	TRUE	1997
5fc98fe1b105424d4b03381b	0.5	prolific A	FALSE	txt/293087956.xml.txt	1995-05-05	Los Angeles Times	JOSE ANTONIO BURCIAGA	Burciaga, Jose Antonio	NA	PERSPECTIVE ON DIVERSITY California Dreamin' on Cinco de Mayo For all its problems, this is still the golden state of opportunity where Mexican roots nurture American success.	791	NA	1995
5fc98fe1b105424d4b03381b	-0.5	prolific A	FALSE	txt/408485014.xml.txt	1999-05-02	The Washington Post	George F. Will	Will, George F	Presidential elections,Candidates,Race relations	A Tip for Bill Bradley	760	TRUE	1999
5fc98fe1b105424d4b03381b	0	prolific A	FALSE	txt/215497350.xml.txt	2000-11-05	New York Times	Jacob Weisberg	Weisberg, Jacob	Retirement,Senators,Personal profiles	For the sake of argument	7480	FALSE	2000
5fc98fe1b105424d4b03381b	0.5	prolific A	FALSE	txt/2419240626.xml.txt	2020-06-30	The Washington Post	NA	NA	Attorneys general,Crime prevention,Law enforcement,Civil rights,Criminal law	The DOJ has been indispensable for 150 years. It needs a renewed emphasis on its founding spirit.	527	TRUE	2020
5fc98fe1b105424d4b03381b	1	prolific A	FALSE	txt/2452692303.xml.txt	2020-10-22	The Washington Post	Kahlil Greene	Greene, Kahlil	Hispanic Americans,Presidents,Asian Americans,Law schools,Multiculturalism & pluralism,College campuses,Litigation,College admissions	The Trump administration is wrong on Yale admissions	802	TRUE	2020
6578eb199d938bc19925a731	0	prolific A	FALSE	txt/408523809.xml.txt	1999-07-04	The Washington Post	John F. Harris	Harris, John F	Presidential elections,Populism,Politicians	Goodbye Pork Rinds, Hello Penthouse	1542	FALSE	1999
6578eb199d938bc19925a731	NA	prolific A	FALSE	txt/421647247.xml.txt	2001-11-21	Los Angeles Times	EDWIN A. LOCKE	Locke, Edwin A	College admissions,Reforms,Academic grading,Entrance examinations,Admissions policies,Race	Commentary; UC Regents Inject Race Into Admissions, Yet Again	630	TRUE	2001
6578eb199d938bc19925a731	0	prolific A	FALSE	txt/1750369183.xml.txt	2015-01-01	The Washington Post	NA	NA	Social security,Immigration policy,Political parties	How Trump does it (Posted 2015-12-21 02:11:42)	734	FALSE	2015
6578eb199d938bc19925a731	0.5	prolific A	FALSE	txt/420906077.xml.txt	2010-01-24	Chicago Tribune	Melissa Harris	Harris, Melissa	Multiculturalism & pluralism,Professional recruitment,Boards of directors,Nonprofit organizations	Nonprofits try to improve board diversity	742	TRUE	2010
6578eb199d938bc19925a731	1	prolific A	FALSE	txt/2215402698.xml.txt	2013-03-19	New York Times	NA	NA	Research,Researchers,Admissions policies,Schools,Minority & ethnic groups,Hypotheses,Affirmative action	Affirmative Action: Looking at the Data	554	TRUE	2013
6578eb199d938bc19925a731	0	prolific A	FALSE	txt/293063140.xml.txt	1995-09-13	Los Angeles Times	NA	NA	NA	The Author Spins a Mystery; Is Colin Powell on a book tour or is he running?	480	NA	1995
6578eb199d938bc19925a731	0.5	prolific A	FALSE	txt/2216641847.xml.txt	2011-08-05	New York Times	NA	NA	NA	The Madman Theory	821	NA	2011
6578eb199d938bc19925a731	NA	prolific A	FALSE	txt/1652232593.xml.txt	2015-02-08	New York Times	Judith Shulevitz	Shulevitz, Judith	Sex crimes,Colleges & universities,College campuses	The Best Way to Address Campus Rape	1084	TRUE	2015
6578eb199d938bc19925a731	0	prolific A	FALSE	txt/2099964529.xml.txt	2018-09-05	Los Angeles Times	Erwin Chemerinsky	Chemerinsky, Erwin	Constitutional law,Supreme Court decisions,Militia groups,Firearms,Sports officiating	Brett Kavanaugh likened Supreme Court justices to 'umpires.' That's nonsense and he knows it	754	FALSE	2018
6578eb199d938bc19925a731	-0.5	prolific A	FALSE	txt/2469478152.xml.txt	2020-12-12	Wall Street Journal	Phillip Lopate	Lopate, Phillip	Essays,Books,Year in review,Yiddish language,Writers	REVIEW --- Books of the Year -- Five Best: Phillip Lopate --- Editor of 'The Glorious American Essay,' an anthology.	957	FALSE	2020
5d8793d36c53380015139da9	-0.5	prolific A	TRUE	txt/2138443158.xml.txt	2018-11-28	New York Times	NA	NA	Human rights,Immigration policy,Refugees,Letters to the editor,Opinions,Noncitizens	Clinton's Call to Curb Migration to Europe	467	FALSE	2018
5d8793d36c53380015139da9	-1	prolific A	TRUE	txt/399053714.xml.txt	2009-06-13	Wall Street Journal	Peter Berkowitz	Berkowitz, Peter	Colleges & universities,American history,Political science,Conservatism,Curricula,Capitalism,International relations,Political theory,Progressivism,Political parties,College students,Traditions,Core curriculum,Democracy,Departments,Philosophy,Education,Philosophers,Affirmative action	Conservatism and the University Curriculum	1004	TRUE	2009
5d8793d36c53380015139da9	1	prolific A	TRUE	txt/419493718.xml.txt	2001-11-11	Chicago Tribune	J Linn Allen J Linn Allen is the Tribune's higher education reporter	NA	College students,Terrorism,Multiculturalism & pluralism	Attacks show need for diversity	847	TRUE	2001
5d8793d36c53380015139da9	NA	prolific A	TRUE	txt/409790149.xml.txt	2005-03-27	The Washington Post	Jeffrey Rosen	Rosen, Jeffrey	Death threats,Federal court decisions,Politics,Judges & magistrates	It's The Law, Not the Judge; But These Days the Bench Is the Hot Seat	1323	FALSE	2005
5d8793d36c53380015139da9	NA	prolific A	TRUE	txt/432471477.xml.txt	2003-08-11	New York Times	Sam Tanenhaus	Tanenhaus, Sam	Political parties,Candidates,Presidential elections,Conservatism,Liberalism	How the 'Radicals' Can Save the Democrats	1041	FALSE	2003
5d8793d36c53380015139da9	1	prolific A	TRUE	txt/427134596.xml.txt	1989-03-08	New York Times	NA	NA	DISCRIMINATION,RACIAL RELATIONS,MINORITIES (ETHNIC, RACIAL, RELIGIOUS),BLACKS (IN US),AFFIRMATIVE ACTION,EDITORIALS	Topics of The Times; Battling Bias at the F.B.I.	237	TRUE	1989
6580ab64459a9ec6fcc653b3	0	prolific A	TRUE	txt/398441227.xml.txt	1995-02-21	Wall Street Journal	NA	NA	Editorials,Civil rights,Affirmative action,Enrollments,Legislatures,Minority & ethnic groups	Affirmative reaction	715	TRUE	1995
6580ab64459a9ec6fcc653b3	1	prolific A	TRUE	txt/418520188.xml.txt	1997-12-14	Chicago Tribune	Mary Cianni Richard K. Caputo. Special to the Tribune.	NA	Women,Social conditions & trends,Affirmative action,Employment training programs,Black people,Career development planning	MAKING JOB TRAINING MORE ACCESSIBLE IS AN AFFIRMATIVE ACTION	890	TRUE	1997
6580ab64459a9ec6fcc653b3	0	prolific A	TRUE	txt/432419685.xml.txt	2003-06-29	New York Times	NA	NA	Editorials,Supreme Court decisions,Affirmative action,Gays & lesbians,Civil rights	A Moderate Term on the Court	674	TRUE	2003
6580ab64459a9ec6fcc653b3	NA	prolific A	TRUE	txt/2682983998.xml.txt	2022-07-01	The Washington Post	NA	NA	Supreme Court decisions,Church & state,Womens health,States rights,Civil rights	We have been warned	624	TRUE	2022
6580ab64459a9ec6fcc653b3	0	prolific A	TRUE	txt/420306539.xml.txt	2004-10-14	Chicago Tribune	Michael Tackett, Tribune senior correspondent	NA	Debates,Political campaigns,Candidates,Presidential elections	Bush, Kerry on last dash after spirited final debate ; Election still verdict on president's record	1140	FALSE	2004
6580ab64459a9ec6fcc653b3	0	prolific A	TRUE	txt/420116341.xml.txt	2004-04-02	Chicago Tribune	John Kass	Kass, John	Firefighters,Appointments & personnel changes,Political behavior	Daley chooses Trotter to deflect political heat	722	FALSE	2004
6580ab64459a9ec6fcc653b3	NA	prolific A	TRUE	txt/2248215580.xml.txt	2019-06-28	New York Times	Moises Velasquez-Manoff	Velasquez-Manoff, Moises	Researchers,Students,Multiracial people,Middle class,Multiculturalism & pluralism,Race relations,College campuses,Native North Americans,Psychologists,Stereotypes	Want to Be Less Racist? Move to Hawaii	5269	TRUE	2019
6580ab64459a9ec6fcc653b3	NA	prolific A	TRUE	txt/1752156404.xml.txt	2015-01-01	The Washington Post	Ann Telnaes	Telnaes, Ann	Litigation,Debates,Mass murders,Bills,Presidents	Ann Telnaes Cartoons: 2015 in review (Posted 2015-12-28 12:04:32)	373	FALSE	2015
6580ab64459a9ec6fcc653b3	-0.5	prolific A	TRUE	txt/1014285656.xml.txt	2012-05-20	New York Times	Ross Douthat	Douthat, Ross	Colleges & universities,Multiculturalism & pluralism,Law schools,Native North Americans,Congressional elections,Genealogy	A Little Bit Indian	806	TRUE	2012
6580ab64459a9ec6fcc653b3	0.5	prolific A	TRUE	txt/2530287535.xml.txt	2021-05-22	New York Times	Nicholas Kristof	Kristof, Nicholas	Families & family life,Segregation,Students,Children & youth,Race,Low income groups,Education,School boards	If Only There Were a Viral Video of Our Jim Crow Education System	1724	TRUE	2021
6074391ef6527366aa827f42	-0.75	prolific B	TRUE	txt/2509403436.xml.txt	2021-04-07	Wall Street Journal	Devon Westhill	Westhill, Devon	Racial discrimination,Race,Experiments,Mothers,Low income groups,State court decisions,Sex discrimination,Basic income	Marin County's Discriminatory 'Universal Basic Income'; Only 'mothers of color' will be eligible for payments of $1,000 a month.	480	TRUE	2021
6074391ef6527366aa827f42	0	prolific B	TRUE	txt/2730261179.xml.txt	2022-10-31	New York Times	Vanessa Mobley	Mobley, Vanessa	Higher education,State elections,Multiculturalism & pluralism,Race,College campuses,Affirmative action	Opinion Today: Three ways of looking at affirmative action	897	TRUE	2022
6074391ef6527366aa827f42	-0.75	prolific B	TRUE	txt/2053215813.xml.txt	2018-06-12	The Washington Post	Richard Cohen	Cohen, Richard	Students,Asian Americans,Multiculturalism & pluralism,Secondary schools,Hispanic people	Diversity at what cost?	762	TRUE	2018
6074391ef6527366aa827f42	0.75	prolific B	TRUE	txt/420033919.xml.txt	2004-03-10	Chicago Tribune	NA	NA	Racism,Firefighters,Editorials -- Racism	Incendiary hate	936	TRUE	2004
6074391ef6527366aa827f42	0	prolific B	TRUE	txt/432876223.xml.txt	2004-10-31	New York Times	John Tierney	Tierney, John	Presidential elections,Politics	O.K., Students, a Final Exam	990	FALSE	2004
6074391ef6527366aa827f42	0	prolific B	TRUE	txt/399070959.xml.txt	2008-10-17	Wall Street Journal	Jason L. Riley	Riley, Jason L	Presidential elections,African Americans,Progress,Poverty,Success,Politics,Low income groups,Skills	WEEKEND JOURNAL; Taste -- de gustibus: What Obama Can't Change: The Lives of Blacks	896	TRUE	2008
6074391ef6527366aa827f42	-0.75	prolific B	TRUE	txt/2090998076.xml.txt	2018-08-22	Los Angeles Times	Gustavo Arellano	Arellano, Gustavo	Hispanic Americans,Careers,Minority & ethnic groups,Political parties,Mayors	Happy birthday, Pedro	810	TRUE	2018
6074391ef6527366aa827f42	0	prolific B	TRUE	txt/2213159829.xml.txt	2014-07-28	New York Times	NA	NA	Editorials,Annual reports,Federal court decisions	Morning Views	774	FALSE	2014
6074391ef6527366aa827f42	0	prolific B	TRUE	txt/422176235.xml.txt	2007-10-15	Los Angeles Times	James Kirchick	Kirchick, James	Affirmative action,Politics	Who's the hypocrite?; It's not fair to use affirmative action against Clarence Thomas.	852	TRUE	2007
6287748198aa98c765deff27	NA	prolific B	TRUE	txt/409936292.xml.txt	2005-04-24	The Washington Post	Jeffrey H. Birnbaum	Birnbaum, Jeffrey H	Political campaigns,Federal legislation,Public policy	The Forces That Set the Agenda	1740	FALSE	2005
6287748198aa98c765deff27	0.75	prolific B	TRUE	txt/421609713.xml.txt	2001-03-10	Los Angeles Times	FELICIA CLARK	Clark, Felicia	NA	VOICES / A FORUM FOR COMMUNITY ISSUES; Essay; No Need for 57 Census Varieties	455	NA	2001
6287748198aa98c765deff27	0.75	prolific B	TRUE	txt/2454579785.xml.txt	2020-10-28	Chicago Tribune	Dahleen Glanton	Glanton, Dahleen	Presidents,African Americans,Racism	Trump's claim about doing more for black people makes me sick	805	TRUE	2020
6287748198aa98c765deff27	0	prolific B	TRUE	txt/432991807.xml.txt	2005-02-27	New York Times	James Atlas	Atlas, James	Political correctness,Gender differences,Sexism,Leadership	The Battle Behind the Battle at Harvard	1116	FALSE	2005
6287748198aa98c765deff27	NA	prolific B	TRUE	txt/409060590.xml.txt	2001-01-19	The Washington Post	NA	NA	Nominations,Political appointments,Activism,Attorneys general,Cabinet	Ashcroft The Activist	665	FALSE	2001
6287748198aa98c765deff27	NA	prolific B	TRUE	txt/1919844871.xml.txt	2017-07-18	Los Angeles Times	NA	NA	Attorneys general,Capital punishment,Referendums,Partisanship,Affirmative action,Initiatives,Editorials	Is there bias on our ballots? To avoid charges of partisanship, let an independent third party put titles and summaries on initiatives.	675	TRUE	2017
6287748198aa98c765deff27	NA	prolific B	TRUE	txt/421152514.xml.txt	1997-03-19	Los Angeles Times	PETER H. KING	King, Peter H	Water supply,Politics,News media	Calling All Milk Cows: A Roundup	786	FALSE	1997
6287748198aa98c765deff27	0.75	prolific B	TRUE	txt/418249271.xml.txt	1997-10-19	Chicago Tribune	NA	NA	Editorials,Police,Diversity training	A DIVERSE CITY NEEDS DIVERSE COPS	438	FALSE	1997
6287748198aa98c765deff27	0.75	prolific B	TRUE	txt/2832643195.xml.txt	2023-07-04	The Washington Post	Kathleen Parker	Parker, Kathleen	Writers,Young adults,Employment,Affirmative action	AI doesn't care about diversity - yet	938	TRUE	2023
63ed99d5c3520191a0a7280e	0	prolific B	FALSE	txt/2053215813.xml.txt	2018-06-12	The Washington Post	Richard Cohen	Cohen, Richard	Students,Asian Americans,Multiculturalism & pluralism,Secondary schools,Hispanic people	Diversity at what cost?	762	TRUE	2018
63ed99d5c3520191a0a7280e	NA	prolific B	FALSE	txt/409060590.xml.txt	2001-01-19	The Washington Post	NA	NA	Nominations,Political appointments,Activism,Attorneys general,Cabinet	Ashcroft The Activist	665	FALSE	2001
63ed99d5c3520191a0a7280e	NA	prolific B	FALSE	txt/398482848.xml.txt	1996-04-04	Wall Street Journal	Granger, Michael Y	Granger, Michael Y	Institutional investments,Employment,Venture capital,Fiscal policy,Tax incentives,Private equity,Tax cuts,Tax reform,Job creation,Capital gains,Equity,Fund raising,Legislation,Black people	Cut cap gains tax, boost black jobs	723	TRUE	1996
63ed99d5c3520191a0a7280e	0.75	prolific B	FALSE	txt/421609713.xml.txt	2001-03-10	Los Angeles Times	FELICIA CLARK	Clark, Felicia	NA	VOICES / A FORUM FOR COMMUNITY ISSUES; Essay; No Need for 57 Census Varieties	455	NA	2001
63ed99d5c3520191a0a7280e	NA	prolific B	FALSE	txt/2213159829.xml.txt	2014-07-28	New York Times	NA	NA	Editorials,Annual reports,Federal court decisions	Morning Views	774	FALSE	2014
63ed99d5c3520191a0a7280e	0.75	prolific B	FALSE	txt/2832643195.xml.txt	2023-07-04	The Washington Post	Kathleen Parker	Parker, Kathleen	Writers,Young adults,Employment,Affirmative action	AI doesn't care about diversity - yet	938	TRUE	2023
63ed99d5c3520191a0a7280e	0.75	prolific B	FALSE	txt/432415722.xml.txt	2003-06-29	New York Times	STEVEN A. HOLMES and GREG WINTER	NA	Affirmative action,Supreme Court decisions,Race relations,School finance,Socioeconomic factors	Fixing the Race Gap in 25 Years or Less	1619	TRUE	2003
63ed99d5c3520191a0a7280e	-0.75	prolific B	FALSE	txt/398288078.xml.txt	1991-11-11	Wall Street Journal	Lynch, Frederick R	Lynch, Frederick R	Men,Government employees,Affirmative action,Hiring,Working class,Annual reports,Employment discrimination,Public sector,Racism,Minority & ethnic groups,Community colleges,Anger,Reverse discrimination,Multiculturalism & pluralism,Race,Baby boomers,Civil rights,Males,Political advertising,White people	Tales from an Oppressed Class	1516	TRUE	1991
63ed99d5c3520191a0a7280e	0	prolific B	FALSE	txt/1548604795.xml.txt	2014-01-01	The Washington Post	NA	NA	Colleges & universities,Admissions policies,Supreme Court decisions,Federal court decisions,Litigation,Affirmative action	U.T. Austin's affirmative action program is a careful effort to ensure diversity (Posted 2014-07-28 00:15:53)	546	TRUE	2014
5d89c4dd68f9d60001a21500	0	prolific B	TRUE	txt/1372854272.xml.txt	2013-07-02	New York Times	Adam Liptak	Liptak, Adam	Supreme Court decisions,Women,Progressivism,Disclosure,Affirmative action,Ideology	Three Justices Bound by Beliefs, Not Just Gender	965	TRUE	2013
5d89c4dd68f9d60001a21500	0	prolific B	TRUE	txt/420294538.xml.txt	2005-08-10	Chicago Tribune	Clarence Page	Page, Clarence	Fatalities,Publishing industry,Black history	'Indispensable' ; Johnson advised that the secret to success was to make yourself indispensable. He did and he was.	762	TRUE	2005
5d89c4dd68f9d60001a21500	0	prolific B	TRUE	txt/424505995.xml.txt	1982-12-14	New York Times	Schanberg, Sydney H.	Schanberg, Sydney H.	ROADS AND TRAFFIC,BUILDING (CONSTRUCTION),SUITS AND LITIGATION,GOVERNMENT SPENDING	NEW YORK; WESTWAY'S PRICE LIST	761	FALSE	1982
5d89c4dd68f9d60001a21500	0	prolific B	TRUE	txt/410325615.xml.txt	2009-04-13	The Washington Post	Howard Schneider - Washington Post Foreign Service	NA	Immigration,Social conditions & trends -- Tel Aviv Israel	On Its 100th Birthday, Modern Israeli City Revels in Its Openness and Vibrancy	1061	FALSE	2009
5d89c4dd68f9d60001a21500	0	prolific B	TRUE	txt/421978637.xml.txt	2005-02-27	Los Angeles Times	NA	NA	Cancer,Federal state relations,Editorials -- Rehnquist, William H	Rehnquist's Mixed Legacy	892	FALSE	2005
5d89c4dd68f9d60001a21500	0	prolific B	TRUE	txt/398881739.xml.txt	2002-10-21	Wall Street Journal	By Russ Smith	NA	State elections -- Maryland,Polls & surveys,State elections,Governors,Candidates,Congressional elections,Political advertising,Voter behavior,Affirmative action	The Incredible Shrinking Kennedy	1004	TRUE	2002
